person_idx,role,travel_path
1291,dc_passenger,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1266,sov,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1274,dc_driver,"['2453', '12412', '80225', '12413', '80223', '12442', '80222', '12393', '12445', '36553', '36554', '80204', '80205', '12444', '12443', '72421', '80201', '12454', '9858', '10189', '80206', '10188', '9921', '13587', '25223', '9923', '80269', '14361', '36509', '65841', '9906', '80273', '36512', '13091', '13092', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1271,dc_passenger,"['2453', '12412', '80225', '12413', '80223', '12442', '80222', '12393', '12445', '36553', '36554', '80204', '80205', '12444', '12443', '72421', '80201', '12454', '9858', '10189', '80206', '10188', '9921', '13587', '25223', '9923', '80269', '14361', '36509', '65841', '9906', '80273', '36512', '13091', '13092', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1263,sov,"['1554', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1235,sov,"['2395', '32085', '22508', '9858', '10189', '80206', '10188', '9921', '13587', '25223', '9923', '80269', '14361', '36509', '65841', '9906', '80273', '36512', '13091', '13092', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1149,dc_driver,"['537', '64204', '20434', '20430', '79242', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1355,dc_passenger,"['537', '64204', '20434', '20430', '79242', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
142,dc_driver,"['537', '64204', '20434', '20430', '79242', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1460,dc_passenger,"['537', '64204', '20434', '20430', '79242', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1506,sov,"['2110', '36471', '15026', '11394', '36583', '11418', '11399', '72445', '72442', '80237', '11400', '80238', '72440', '65076', '11401', '14201', '13598', '11408', '11423', '11422', '65079', '13563', '36573', '11421', '64581', '11461', '15169', '11459', '11454', '11388', '65081', '15376', '11387', '11385', '80263', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1494,sov,"['2169', '36539', '12518', '36537', '33048', '36536', '80175', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
25,sov,"['2358', '80269', '14361', '36509', '65841', '9906', '80273', '36512', '13091', '13092', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1430,sov,"['1657', '65053', '19533', '14913', '19599', '19536', '19600', '12867', '64198', '19601', '64194', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
36,sov,"['4698', '65677', '15587', '15584', '37027', '72546', '15600', '64831', '15596', '65675', '15585', '15588', '37031', '15590', '64835', '15578', '64837', '15579', '15597', '15599', '80385', '33053', '72495', '80384', '12587', '64847', '14829', '14110', '80122', '14830', '64845', '22123', '14111', '25215', '15073', '33136', '12744', '12625', '80121', '12626', '12630', '36596', '36595', '80231', '11393', '32486', '32487', '15026', '11394', '36583', '11418', '11399', '72445', '72442', '80237', '11400', '80238', '72440', '65076', '11401', '14201', '13598', '11408', '11423', '11422', '65079', '13563', '36573', '11421', '64581', '11461', '15169', '11459', '11454', '11388', '65081', '15376', '11387', '11385', '80263', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
38,sov,"['1563', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1399,sov,"['1174', '8774', '8773', '80896', '14563', '14679', '14680', '15661', '15496', '80885', '15743', '16187', '8411', '8402', '80874', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1393,sov,"['1300', '10279', '10281', '10282', '81699', '10283', '82146', '9766', '81697', '9767', '13389', '81696', '78168', '9768', '10166', '13732', '80453', '10063', '9955', '9954', '78172', '15189', '9957', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1175,sov,"['1646', '74452', '74446', '9148', '9147', '74455', '74456', '25448', '19555', '13890', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
168,sov,"['3438', '25261', '14641', '12917', '14616', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1165,sov,"['2437', '11399', '72445', '72442', '80237', '11400', '80238', '72440', '65076', '11401', '14201', '13598', '11408', '11423', '11422', '65079', '13563', '36573', '11421', '64581', '11461', '15169', '11459', '11454', '11388', '65081', '15376', '11387', '11385', '80263', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
183,sov,"['2523', '12892', '36646', '10541', '36653', '81522', '10513', '65414', '14320', '12715', '81545', '14302', '14298', '14290', '14288', '10417', '14325', '27164', '10416', '81534', '10415', '14603', '14323', '25496', '83218', '81990', '46106', '28100', '10413', '65882', '25416', '10366', '10365', '10364', '65878', '14859', '10355', '10363', '81793', '10362', '17990', '14865', '14866', '17985', '9239', '17979', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1099,sov,['484']
1143,sov,"['783', '64153', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1119,dc_driver,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
380,dc_passenger,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
555,dc_driver,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
215,dc_passenger,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1110,sov,"['2050', '33090', '12622', '65363', '12505', '13556', '13179', '12478', '33041', '72311', '33040', '12472', '25214', '12497', '36528', '12473', '15147', '80133', '12474', '80132', '80131', '80130', '13566', '13567', '13568', '18263', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
549,dc_driver,"['2169', '36539', '12518', '36537', '33048', '36536', '80175', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
949,dc_passenger,"['2169', '36539', '12518', '36537', '33048', '36536', '80175', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1170,dc_driver,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
234,dc_passenger,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1400,dc_driver,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
291,dc_passenger,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
950,dc_driver,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1404,dc_passenger,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1195,dc_driver,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
417,dc_passenger,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1087,sov,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
982,dc_driver,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1253,dc_passenger,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
